"areaCode","areaName","areaType","date","cumCasesByPublishDate","cumPillarOneTwoTestsByPublishDate","newCasesByPublishDate","newPillarOneTwoTestsByPublishDate"
"E92000001","England","nation","2021-06-12",3975399,171114103,6601,489212
"E92000001","England","nation","2021-06-11",3968986,170590112,6782,679849
"E92000001","England","nation","2021-06-10",3962371,169833218,6436,874864
"E92000001","England","nation","2021-06-09",3956096,168819992,6201,1008279
"E92000001","England","nation","2021-06-08",3950123,167768305,5250,651050
"E92000001","England","nation","2021-06-07",3944955,167051533,4913,887887
"E92000001","England","nation","2021-06-06",3940141,166036644,4405,1186643
"E92000001","England","nation","2021-06-05",3935854,164814388,4810,444306
"E92000001","England","nation","2021-06-04",3931158,164337557,5102,601947
"E92000001","England","nation","2021-06-03",3926154,163682236,4310,735907
"E92000001","England","nation","2021-06-02",3921939,162848667,3486,782992
"E92000001","England","nation","2021-06-01",3918522,162016947,2539,606372
"E92000001","England","nation","2021-05-31",3916049,161341198,2854,559911
"E92000001","England","nation","2021-05-30",3913295,160700798,2621,568894
"E92000001","England","nation","2021-05-29",3910803,160106013,2747,442733
"E92000001","England","nation","2021-05-28",3908214,159632344,3434,609606
"E92000001","England","nation","2021-05-27",3904934,158959178,2936,884642
"E92000001","England","nation","2021-05-26",3902160,157941106,2540,1053788
"E92000001","England","nation","2021-05-25",3899813,156833551,2081,680550
"E92000001","England","nation","2021-05-24",3897815,156081033,1972,901677
"E92000001","England","nation","2021-05-23",3895920,155029161,1734,1112796
"E92000001","England","nation","2021-05-22",3894329,153879431,2242,457936
"E92000001","England","nation","2021-05-21",3892258,153387563,2303,657609
"E92000001","England","nation","2021-05-20",3890081,152657520,2307,920249
"E92000001","England","nation","2021-05-19",3887954,151580469,2151,1109541
"E92000001","England","nation","2021-05-18",3886364,150420884,2008,673710
"E92000001","England","nation","2021-05-17",3889132,149674448,1645,926722
"E92000001","England","nation","2021-05-16",3887487,148499290,1471,1035121
"E92000001","England","nation","2021-05-15",3886016,147426189,1614,419477
"E92000001","England","nation","2021-05-14",3884402,146976296,1828,621761
"E92000001","England","nation","2021-05-13",3882574,146272962,2229,926525
"E92000001","England","nation","2021-05-12",3880345,147678391,1804,1107373
"E92000001","England","nation","2021-05-11",3878541,146523596,2117,657997
"E92000001","England","nation","2021-05-10",3876424,145792239,2009,916434
"E92000001","England","nation","2021-05-09",3874415,144712633,1418,1265066
"E92000001","England","nation","2021-05-08",3872997,143412495,1742,457585
"E92000001","England","nation","2021-05-07",3871255,142918665,2142,646309
"E92000001","England","nation","2021-05-06",3869113,142221527,2194,1005479
"E92000001","England","nation","2021-05-05",3866919,141066078,1906,1142546
"E92000001","England","nation","2021-05-04",3865013,139863630,1659,811020
"E92000001","England","nation","2021-05-03",3863354,138918028,1453,1032732
"E92000001","England","nation","2021-05-02",3861901,137741354,1377,780698
"E92000001","England","nation","2021-05-01",3860524,136925428,1642,449506
"E92000001","England","nation","2021-04-30",3858882,136441503,2046,608932
"E92000001","England","nation","2021-04-29",3856836,135751534,2103,1001097
"E92000001","England","nation","2021-04-28",3854733,134595017,1829,1281454
"E92000001","England","nation","2021-04-27",3852904,133259016,2410,670420
"E92000001","England","nation","2021-04-26",3850494,132509354,1752,980000
"E92000001","England","nation","2021-04-25",3848742,131348581,1401,1413726
"E92000001","England","nation","2021-04-24",3847341,129896002,1804,455765
"E92000001","England","nation","2021-04-23",3845537,129404737,2277,658164
"E92000001","England","nation","2021-04-22",3843260,128661374,2315,1034669
"E92000001","England","nation","2021-04-21",3840945,127473834,1943,1302469
"E92000001","England","nation","2021-04-20",3839002,126121388,2169,674191
"E92000001","England","nation","2021-04-19",3836833,125354200,2550,997231
"E92000001","England","nation","2021-04-18",3834283,124180691,1495,1631082
"E92000001","England","nation","2021-04-17",3832788,122508440,1897,459647
"E92000001","England","nation","2021-04-16",3830891,122011254,2225,629428
"E92000001","England","nation","2021-04-15",3828666,121300970,2171,934678
"E92000001","England","nation","2021-04-14",3826495,120239796,2054,1093325
"E92000001","England","nation","2021-04-13",3824441,119097702,2070,630217
"E92000001","England","nation","2021-04-12",3822371,118392246,3222,832682
"E92000001","England","nation","2021-04-11",3819149,117412232,1338,1177484
"E92000001","England","nation","2021-04-10",3817811,116198116,2032,441297
"E92000001","England","nation","2021-04-09",3815779,115719216,2638,614026
"E92000001","England","nation","2021-04-08",3821151,115029874,2486,870025
"E92000001","England","nation","2021-04-07",3818665,114040596,2304,974282
"E92000001","England","nation","2021-04-06",3816361,113014024,1937,585727
"E92000001","England","nation","2021-04-05",3814424,112348120,2236,710099
"E92000001","England","nation","2021-04-04",3812188,111507112,1954,785101
"E92000001","England","nation","2021-04-03",3810234,110692470,2847,354516
"E92000001","England","nation","2021-04-02",3807387,110303206,2881,516032
"E92000001","England","nation","2021-04-01",3804506,109723818,3784,892005
"E92000001","England","nation","2021-03-31",3800722,108706736,3327,1192302
"E92000001","England","nation","2021-03-30",3797395,107458128,3384,640232
"E92000001","England","nation","2021-03-29",3794011,106781547,4112,924324
"E92000001","England","nation","2021-03-28",3789899,105809021,3153,1595064
"E92000001","England","nation","2021-03-27",3786746,104188221,3813,416642
"E92000001","England","nation","2021-03-26",3783783,103741959,5273,652575
"E92000001","England","nation","2021-03-25",3778510,103053004,5286,1199768
"E92000001","England","nation","2021-03-24",3773224,101689046,4615,1726264
"E92000001","England","nation","2021-03-23",3768609,99912994,4583,779300
"E92000001","England","nation","2021-03-22",3764026,99062980,4746,1140672
"E92000001","England","nation","2021-03-21",3759280,97785340,4459,1845237
"E92000001","England","nation","2021-03-20",3754821,95916133,4732,409765
"E92000001","England","nation","2021-03-19",3750089,95474704,3809,867600
"E92000001","England","nation","2021-03-18",3746280,94520214,5213,1363996
"E92000001","England","nation","2021-03-17",3741067,93018414,4827,1554083
"E92000001","England","nation","2021-03-16",3736240,91364280,4391,1262428
"E92000001","England","nation","2021-03-15",3731849,89994766,4264,1527281
"E92000001","England","nation","2021-03-14",3727585,88357905,3774,926301
"E92000001","England","nation","2021-03-13",3723811,87404916,4539,392435
"E92000001","England","nation","2021-03-12",3719272,86978296,5529,1347919
"E92000001","England","nation","2021-03-11",3713743,85510931,5744,1553062
"E92000001","England","nation","2021-03-10",3707999,83838513,4863,1485665
"E92000001","England","nation","2021-03-09",3703136,82238564,4894,1320315
"E92000001","England","nation","2021-03-08",3698242,80803838,3903,1489074
"E92000001","England","nation","2021-03-07",3694339,79233356,4497,769777
"E92000001","England","nation","2021-03-06",3689842,78444770,5118,410719
"E92000001","England","nation","2021-03-05",3684724,78003616,5053,895693
"E92000001","England","nation","2021-03-04",3679671,77050199,5643,933832
"E92000001","England","nation","2021-03-03",3674028,76063137,5408,801489
"E92000001","England","nation","2021-03-02",3668620,75232761,5530,621121
"E92000001","England","nation","2021-03-01",3663090,74557298,4738,689894
"E92000001","England","nation","2021-02-28",3658352,73827666,5080,489436
"E92000001","England","nation","2021-02-27",3653272,73318548,6527,336113
"E92000001","England","nation","2021-02-26",3646745,72970558,7393,553401
"E92000001","England","nation","2021-02-25",3639352,72392239,8623,670812
"E92000001","England","nation","2021-02-24",3630729,71681337,8644,673326
"E92000001","England","nation","2021-02-23",3622085,70987531,7292,543399
"E92000001","England","nation","2021-02-22",3614793,70416307,9420,623789
"E92000001","England","nation","2021-02-21",3605373,69756966,8408,542233
"E92000001","England","nation","2021-02-20",3596965,69205523,8964,350694
"E92000001","England","nation","2021-02-19",3588001,68845197,10296,458815
"E92000001","England","nation","2021-02-18",3577705,68368535,10740,479948
"E92000001","England","nation","2021-02-17",3566965,67868423,10926,506387
"E92000001","England","nation","2021-02-16",3556039,67346207,9236,429304
"E92000001","England","nation","2021-02-15",3546803,66892317,8609,404571
"E92000001","England","nation","2021-02-14",3538194,66464211,9499,351901
"E92000001","England","nation","2021-02-13",3528695,66104272,11697,340257
"E92000001","England","nation","2021-02-12",3516998,65750860,13299,551802
"E92000001","England","nation","2021-02-11",3503699,65176412,12001,654290
"E92000001","England","nation","2021-02-10",3491698,64479999,11551,688438
"E92000001","England","nation","2021-02-09",3480147,63762472,10916,514758
"E92000001","England","nation","2021-02-08",3469231,63222629,12270,580621
"E92000001","England","nation","2021-02-07",3456961,62608777,14466,538267
"E92000001","England","nation","2021-02-06",3442495,62049155,16302,409753
"E92000001","England","nation","2021-02-05",3426193,61627350,17314,609522
"E92000001","England","nation","2021-02-04",3408879,60996065,18529,723497
"E92000001","England","nation","2021-02-03",3390350,60242690,17265,729376
"E92000001","England","nation","2021-02-02",3373085,59493650,15021,553809
"E92000001","England","nation","2021-02-01",3358064,58915622,16815,604709
"E92000001","England","nation","2021-01-31",3341249,58282496,19054,530361
"E92000001","England","nation","2021-01-30",3322195,57722115,21089,390031
"E92000001","England","nation","2021-01-29",3301106,57323315,26709,601992
"E92000001","England","nation","2021-01-28",3274397,56702397,26182,685244
"E92000001","England","nation","2021-01-27",3248215,55992195,22914,700587
"E92000001","England","nation","2021-01-26",3225301,55274753,17920,544179
"E92000001","England","nation","2021-01-25",3207381,54710012,20149,503746
"E92000001","England","nation","2021-01-24",3187232,54187407,27580,367067
"E92000001","England","nation","2021-01-23",3159652,53813840,30496,428258
"E92000001","England","nation","2021-01-22",3129156,53378614,37115,565585
"E92000001","England","nation","2021-01-21",3092041,52794334,34371,589257
"E92000001","England","nation","2021-01-20",3057670,52190535,35061,565283
"E92000001","England","nation","2021-01-19",3022609,51599801,30371,513588
"E92000001","England","nation","2021-01-18",2992238,51066300,34134,507293
"E92000001","England","nation","2021-01-17",2958104,50532195,35263,364118
"E92000001","England","nation","2021-01-16",2922841,50160705,37759,430656
"E92000001","England","nation","2021-01-15",2885082,49720085,50741,528804
"E92000001","England","nation","2021-01-14",2834341,49182188,44358,594994
"E92000001","England","nation","2021-01-13",2789983,48577976,42898,542962
"E92000001","England","nation","2021-01-12",2747085,48016538,41121,502080
"E92000001","England","nation","2021-01-11",2705964,47505463,41835,480972
"E92000001","England","nation","2021-01-10",2664129,47011086,50291,401924
"E92000001","England","nation","2021-01-09",2613838,46606778,54257,481556
"E92000001","England","nation","2021-01-08",2559581,46123013,61757,589711
"E92000001","England","nation","2021-01-07",2497824,45527949,46841,533629
"E92000001","England","nation","2021-01-06",2450983,44989131,56060,489188
"E92000001","England","nation","2021-01-05",2394923,44486742,54940,437075
"E92000001","England","nation","2021-01-04",2339983,44042928,53180,412443
"E92000001","England","nation","2021-01-03",2286803,43618358,46853,381455
"E92000001","England","nation","2021-01-02",2239950,43236004,49248,348757
"E92000001","England","nation","2021-01-01",2190702,42886348,50746,361901
"E92000001","England","nation","2020-12-31",2139956,42523495,49510,439344
"E92000001","England","nation","2020-12-30",2090446,42064870,43554,347009
"E92000001","England","nation","2020-12-29",2046892,41715571,47164,282386
"E92000001","England","nation","2020-12-28",1999728,41431646,36511,318105
"E92000001","England","nation","2020-12-27",1963217,41112745,25619,318930
"E92000001","England","nation","2020-12-26",1937598,40725044,31307,226089
"E92000001","England","nation","2020-12-25",1906291,40498409,31560,309970
"E92000001","England","nation","2020-12-24",1874731,40188224,35561,415262
"E92000001","England","nation","2020-12-23",1839170,39772533,34247,434891
"E92000001","England","nation","2020-12-22",1804923,39337260,32288,384295
"E92000001","England","nation","2020-12-21",1772635,38950250,28742,358738
"E92000001","England","nation","2020-12-20",1743893,38582064,32155,352357
"E92000001","England","nation","2020-12-19",1711738,38229608,22775,384745
"E92000001","England","nation","2020-12-18",1688963,37844721,24452,326925
"E92000001","England","nation","2020-12-17",1664511,37516779,22401,317182
"E92000001","England","nation","2020-12-16",1642110,37177190,23432,250875
"E92000001","England","nation","2020-12-15",1618678,36836157,16504,262274
"E92000001","England","nation","2020-12-14",1602174,36655062,17882,239961
"E92000001","England","nation","2020-12-13",1584292,36415075,17164,273172
"E92000001","England","nation","2020-12-12",1567128,36141884,17468,316280
"E92000001","England","nation","2020-12-11",1549660,35825585,17899,321478
"E92000001","England","nation","2020-12-10",1531761,35504005,17622,327113
"E92000001","England","nation","2020-12-09",1514139,35176857,12960,307233
"E92000001","England","nation","2020-12-08",1501179,34856626,10459,237698
"E92000001","England","nation","2020-12-07",1490720,34617277,11623,175192
"E92000001","England","nation","2020-12-06",1479097,34439656,14294,224241
"E92000001","England","nation","2020-12-05",1464803,34215370,12666,294918
"E92000001","England","nation","2020-12-04",1452137,33920409,13412,313715
"E92000001","England","nation","2020-12-03",1438725,33606619,11992,315099
"E92000001","England","nation","2020-12-02",1426733,33289349,13323,279604
"E92000001","England","nation","2020-12-01",1413410,33009694,11618,249406
"E92000001","England","nation","2020-11-30",1401792,32754136,10869,171420
"E92000001","England","nation","2020-11-29",1390923,32563702,10054,170272
"E92000001","England","nation","2020-11-28",1380869,32390606,13323,249357
"E92000001","England","nation","2020-11-27",1367546,32141046,13557,261540
"E92000001","England","nation","2020-11-26",1355272,31879236,14637,304719
"E92000001","England","nation","2020-11-25",1340635,31573819,15893,272154
"E92000001","England","nation","2020-11-24",1324742,31302835,9854,254695
"E92000001","England","nation","2020-11-23",1314888,31044569,13329,164060
"E92000001","England","nation","2020-11-22",1301559,30878600,16668,204027
"E92000001","England","nation","2020-11-21",1284891,30670242,17615,291147
"E92000001","England","nation","2020-11-20",1267276,30379056,17845,316312
"E92000001","England","nation","2020-11-19",1249431,30062663,20291,312057
"E92000001","England","nation","2020-11-18",1229140,29742817,17189,288968
"E92000001","England","nation","2020-11-17",1211951,29443492,17549,235133
"E92000001","England","nation","2020-11-16",1194402,29207433,19423,188620
"E92000001","England","nation","2020-11-15",1174979,29000220,21998,237444
"E92000001","England","nation","2020-11-14",1152981,28764202,24298,289994
"E92000001","England","nation","2020-11-13",1128683,28474101,24540,321816
"E92000001","England","nation","2020-11-12",1104143,28152171,30843,318532
"E92000001","England","nation","2020-11-11",1073300,27832816,19970,313854
"E92000001","England","nation","2020-11-10",1053330,27515488,18622,245594
"E92000001","England","nation","2020-11-09",1034708,27270218,19036,206126
"E92000001","England","nation","2020-11-08",1015672,27063245,18293,235246
"E92000001","England","nation","2020-11-07",997379,26824967,21875,274195
"E92000001","England","nation","2020-11-06",975504,26550772,20268,293741
"E92000001","England","nation","2020-11-05",955236,26257031,21137,281041
"E92000001","England","nation","2020-11-04",934099,25972404,21863,248954
"E92000001","England","nation","2020-11-03",912236,25711339,17330,215979
"E92000001","England","nation","2020-11-02",894906,25489658,15860,161739
"E92000001","England","nation","2020-11-01",879046,25314149,20602,214055
"E92000001","England","nation","2020-10-31",858444,25098181,18864,244456
"E92000001","England","nation","2020-10-30",839580,24851283,20821,237608
"E92000001","England","nation","2020-10-29",818759,24610279,19740,272516
"E92000001","England","nation","2020-10-28",799019,24335467,21245,248609
"E92000001","England","nation","2020-10-27",777774,24086717,19629,220638
"E92000001","England","nation","2020-10-26",758145,23859131,17883,187199
"E92000001","England","nation","2020-10-25",740262,23669435,16487,253966
"E92000001","England","nation","2020-10-24",723775,23415469,19332,245414
"E92000001","England","nation","2020-10-23",704443,23170055,17116,271864
"E92000001","England","nation","2020-10-22",687327,22898027,17354,273927
"E92000001","England","nation","2020-10-21",669973,22619275,22948,243062
"E92000001","England","nation","2020-10-20",647025,22366444,17814,220135
"E92000001","England","nation","2020-10-19",629211,22143993,16365,200444
"E92000001","England","nation","2020-10-18",612846,21941299,14704,246928
"E92000001","England","nation","2020-10-17",598142,21694371,13299,238723
"E92000001","England","nation","2020-10-16",584843,21455648,12176,257720
"E92000001","England","nation","2020-10-15",572667,21197928,16139,236839
"E92000001","England","nation","2020-10-14",556528,20960713,16132,238634
"E92000001","England","nation","2020-10-13",540396,20716264,14310,207385
"E92000001","England","nation","2020-10-12",526086,20471249,11647,161479
"E92000001","England","nation","2020-10-11",514439,20307712,10383,206549
"E92000001","England","nation","2020-10-10",504056,20101163,12628,218460
"E92000001","England","nation","2020-10-09",491428,19882703,10772,237549
"E92000001","England","nation","2020-10-08",480656,19645154,14952,228857
"E92000001","England","nation","2020-10-07",465704,19397987,11528,199768
"E92000001","England","nation","2020-10-06",454176,19196730,12648,202460
"E92000001","England","nation","2020-10-05",441528,18993011,10685,201138
"E92000001","England","nation","2020-10-04",430843,18791610,21309,190151
"E92000001","England","nation","2020-10-03",409534,18601459,10806,224249
"E92000001","England","nation","2020-10-02",398728,18377210,4797,208056
"E92000001","England","nation","2020-10-01",393931,18168979,5589,203108
"E92000001","England","nation","2020-09-30",388342,17960675,5656,204366
"E92000001","England","nation","2020-09-29",382686,17753578,5651,179536
"E92000001","England","nation","2020-09-28",377035,17560319,3316,170166
"E92000001","England","nation","2020-09-27",373719,17389675,4800,197325
"E92000001","England","nation","2020-09-26",368919,17192350,4639,200267
"E92000001","England","nation","2020-09-25",364280,16992083,5723,220780
"E92000001","England","nation","2020-09-24",358557,16769964,5632,210375
"E92000001","England","nation","2020-09-23",352925,16546795,5083,199600
"E92000001","England","nation","2020-09-22",347842,16346215,4187,188723
"E92000001","England","nation","2020-09-21",343655,16181246,3754,162093
"E92000001","England","nation","2020-09-20",339901,16019153,3279,191125
"E92000001","England","nation","2020-09-19",336622,15828028,3638,210444
"E92000001","England","nation","2020-09-18",332984,15617584,3771,209554
"E92000001","England","nation","2020-09-17",329213,15407132,2788,198617
"E92000001","England","nation","2020-09-16",326425,15207261,3396,201177
"E92000001","England","nation","2020-09-15",323029,15002965,2649,193840
"E92000001","England","nation","2020-09-14",320380,14807994,2259,178344
"E92000001","England","nation","2020-09-13",318121,14629650,2837,185292
"E92000001","England","nation","2020-09-12",315284,14444358,3008,185402
"E92000001","England","nation","2020-09-11",312276,14258956,3143,201510
"E92000001","England","nation","2020-09-10",309133,14017823,2578,192852
"E92000001","England","nation","2020-09-09",306555,13816223,2286,172305
"E92000001","England","nation","2020-09-08",304269,13638559,2094,158442
"E92000001","England","nation","2020-09-07",302175,13452659,2528,149606
"E92000001","England","nation","2020-09-06",299647,13303038,2576,144854
"E92000001","England","nation","2020-09-05",297071,13158224,1477,136157
"E92000001","England","nation","2020-09-04",295594,13022067,1669,160311
"E92000001","England","nation","2020-09-03",293925,12862807,1507,149893
"E92000001","England","nation","2020-09-02",292418,12711919,1239,147263
"E92000001","England","nation","2020-09-01",291179,12564425,1041,124283
"E92000001","England","nation","2020-08-31",290138,12440275,1149,127673
"E92000001","England","nation","2020-08-30",288989,12312602,1487,131179
"E92000001","England","nation","2020-08-29",287502,12181423,891,132419
"E92000001","England","nation","2020-08-28",286611,12049004,1106,136798
"E92000001","England","nation","2020-08-27",285505,11911544,1350,151520
"E92000001","England","nation","2020-08-26",284155,11748014,875,148033
"E92000001","England","nation","2020-08-25",283280,11598594,1065,129698
"E92000001","England","nation","2020-08-24",282215,11447748,758,110927
"E92000001","England","nation","2020-08-23",281457,11336808,938,135586
"E92000001","England","nation","2020-08-22",280519,11200610,1060,139922
"E92000001","England","nation","2020-08-21",279459,11060688,908,154337
"E92000001","England","nation","2020-08-20",278551,10906351,1035,147400
"E92000001","England","nation","2020-08-19",277516,10762102,707,149876
"E92000001","England","nation","2020-08-18",276809,10609742,975,133540
"E92000001","England","nation","2020-08-17",275834,10476193,634,119749
"E92000001","England","nation","2020-08-16",275200,10356426,952,141677
"E92000001","England","nation","2020-08-15",274248,10212805,934,151129
"E92000001","England","nation","2020-08-14",273314,10061676,1284,140694
"E92000001","England","nation","2020-08-13",272030,9920982,1059,134390
"E92000001","England","nation","2020-08-12",270971,9785405,925,149005
"E92000001","England","nation","2020-08-11",270046,9634782,1035,125938
"E92000001","England","nation","2020-08-10",269011,9508723,699,115067
"E92000001","England","nation","2020-08-09",268312,9393056,988,128267
"E92000001","England","nation","2020-08-08",267324,9264253,679,127949
"E92000001","England","nation","2020-08-07",266645,9136304,796,135987
"E92000001","England","nation","2020-08-06",265849,9000317,826,141284
"E92000001","England","nation","2020-08-05",265023,8858306,804,128998
"E92000001","England","nation","2020-08-04",264219,8728316,617,122633
"E92000001","England","nation","2020-08-03",263602,8604987,856,110730
"E92000001","England","nation","2020-08-02",262746,8494257,676,105564
"E92000001","England","nation","2020-08-01",262070,8387466,722,115939
"E92000001","England","nation","2020-07-31",261348,8271527,814,123374
"E92000001","England","nation","2020-07-30",260534,8148153,812,131615
"E92000001","England","nation","2020-07-29",259722,8016177,700,123316
"E92000001","England","nation","2020-07-28",259022,7892674,547,115724
"E92000001","England","nation","2020-07-27",258475,7776950,616,69019
"E92000001","England","nation","2020-07-26",257859,7707931,721,88063
"E92000001","England","nation","2020-07-25",257138,7617843,710,118070
"E92000001","England","nation","2020-07-24",256428,7499775,688,120140
"E92000001","England","nation","2020-07-23",255740,7379061,702,109838
"E92000001","England","nation","2020-07-22",255038,7269234,519,113828
"E92000001","England","nation","2020-07-21",254519,7155406,399,107701
"E92000001","England","nation","2020-07-20",254120,7047705,535,71073
"E92000001","England","nation","2020-07-19",253585,6975654,672,86833
"E92000001","England","nation","2020-07-18",252913,6888820,796,107264
"E92000001","England","nation","2020-07-17",252117,6781556,635,137799
"E92000001","England","nation","2020-07-16",251482,6643317,597,129343
"E92000001","England","nation","2020-07-15",250885,6513675,506,116621
"E92000001","England","nation","2020-07-14",250379,6393567,372,100377
"E92000001","England","nation","2020-07-13",250007,6292724,497,64198
"E92000001","England","nation","2020-07-12",249510,2786693,615,27553
"E92000001","England","nation","2020-07-11",248895,2758763,806,39995
"E92000001","England","nation","2020-07-10",248089,2718768,480,41164
"E92000001","England","nation","2020-07-09",247609,2677501,617,39479
"E92000001","England","nation","2020-07-08",246992,2637842,606,43323
"E92000001","England","nation","2020-07-07",246386,2594699,572,41250
"E92000001","England","nation","2020-07-06",245814,2553449,331,33708
"E92000001","England","nation","2020-07-05",245483,2519741,492,28813
"E92000001","England","nation","2020-07-04",244991,2490207,579,34156
"E92000001","England","nation","2020-07-03",244412,2455922,502,39783
"E92000001","England","nation","2020-07-02",243910,2415884,523,39436
"E92000001","England","nation","2020-07-01",160764,2376485,177,42102
"E92000001","England","nation","2020-06-30",160587,2334014,196,40093
"E92000001","England","nation","2020-06-29",160391,2293944,99,31973
"E92000001","England","nation","2020-06-28",160292,2259597,142,23778
"E92000001","England","nation","2020-06-27",160150,2235059,192,33290
"E92000001","England","nation","2020-06-26",159958,2201769,175,36221
"E92000001","England","nation","2020-06-25",159696,2165548,261,33782
"E92000001","England","nation","2020-06-24",159435,2111324,107,35870
"E92000001","England","nation","2020-06-23",159328,2075454,210,38095
"E92000001","England","nation","2020-06-22",159118,2037359,178,29893
"E92000001","England","nation","2020-06-21",158940,2007119,215,23187
"E92000001","England","nation","2020-06-20",158725,1983749,324,28203
"E92000001","England","nation","2020-06-19",158401,1955264,323,34530
"E92000001","England","nation","2020-06-18",158078,1920734,281,33806
"E92000001","England","nation","2020-06-17",157797,1883058,252,35097
"E92000001","England","nation","2020-06-16",157545,1847961,252,35300
"E92000001","England","nation","2020-06-15",157293,1812661,219,28149
"E92000001","England","nation","2020-06-14",157074,1784512,292,23632
"E92000001","England","nation","2020-06-13",156782,1760028,372,30577
"E92000001","England","nation","2020-06-12",156410,1728596,392,30837
"E92000001","England","nation","2020-06-11",156018,1696954,304,31130
"E92000001","England","nation","2020-06-10",155714,1664564,63,34290
"E92000001","England","nation","2020-06-09",155651,1630199,651,35187
"E92000001","England","nation","2020-06-08",155000,1595012,92,25035
"E92000001","England","nation","2020-06-07",154908,1569977,228,23540
"E92000001","England","nation","2020-06-06",154680,1546327,422,27694
"E92000001","England","nation","2020-06-05",154258,1518181,451,29469
"E92000001","England","nation","2020-06-04",153807,1487742,431,30907
"E92000001","England","nation","2020-06-03",153376,1456835,462,31443
"E92000001","England","nation","2020-06-02",152914,1425263,444,30828
"E92000001","England","nation","2020-06-01",152470,1394048,294,23240
"E92000001","England","nation","2020-05-31",152176,1370849,320,21332
"E92000001","England","nation","2020-05-30",151856,1349517,715,24823
"E92000001","England","nation","2020-05-29",151982,1324691,560,30139
"E92000001","England","nation","2020-05-28",151422,1294552,519,29609
"E92000001","England","nation","2020-05-27",150903,1264942,609,29148
"E92000001","England","nation","2020-05-26",150294,1235794,492,22511
"E92000001","England","nation","2020-05-25",149802,1213107,494,19845
"E92000001","England","nation","2020-05-24",149308,1193261,584,19911
"E92000001","England","nation","2020-05-23",148724,1173347,979,25548
"E92000001","England","nation","2020-05-22",147745,1147802,1083,28480
"E92000001","England","nation","2020-05-21",146662,1119321,854,30671
"E92000001","England","nation","2020-05-20",145808,1088641,824,30817
"E92000001","England","nation","2020-05-19",145376,1057825,857,28611
"E92000001","England","nation","2020-05-18",144519,1034363,816,23107
"E92000001","England","nation","2020-05-17",143703,1011204,788,19574
"E92000001","England","nation","2020-05-16",142915,991630,1136,25494
"E92000001","England","nation","2020-05-15",141779,966136,1112,29335
"E92000001","England","nation","2020-05-14",140667,936800,1189,26159
"E92000001","England","nation","2020-05-13",139478,910628,1146,25114
"E92000001","England","nation","2020-05-12",138332,884820,1067,26006
"E92000001","England","nation","2020-05-11",137265,858814,891,20796
"E92000001","England","nation","2020-05-10",136374,837935,1007,21548
"E92000001","England","nation","2020-05-09",135367,816387,1349,22738
"E92000001","England","nation","2020-05-08",134018,793649,1694,27174
"E92000001","England","nation","2020-05-07",132324,766471,2133,27820
"E92000001","England","nation","2020-05-06",130191,738652,1611,27203
"E92000001","England","nation","2020-05-05",128580,711448,1842,27270
"E92000001","England","nation","2020-05-04",126738,684178,1485,22381
"E92000001","England","nation","2020-05-03",125253,659900,2019,21097
"E92000001","England","nation","2020-05-02",123234,638803,2228,23664
